Player_Name,Player_LastName,Club,Position,Foot,known_name
Marash,Kumbulla ,ROMA,Centre-Back,right,KUMBULLA M.
Ainsley,Maitland-Niles ,ROMA,Right Midfield,right,MAITLAND-NILES A.
Gianluca,Mancini ,ROMA,Centre-Back,right,MANCINI G.
Borja,Mayoral ,ROMA,Centre-Forward,right,MAYORAL B.
Henrikh,Mkhitaryan ,ROMA,Attacking Midfield,both,MKHITARYAN H.
SE'rgio,Oliveira ,ROMA,Central Midfield,right,OLIVEIRA S. M.
Lorenzo,Pellegrini ,ROMA,Attacking Midfield,both,PELLEGRINI LO.
Carles,PE'rez ,ROMA,Right Winger,left,PEREZ C.
Bryan,Reynolds ,ROMA,Right-Back,right,REYNOLDS B.
Rui,PatrIcio ,ROMA,Goalkeeper,left,RUI PATRICIO
Eldor,Shomurodov ,ROMA,Centre-Forward,right,SHOMURODOV E.
Chris,Smalling ,ROMA,Centre-Back,right,SMALLING C.
Leonardo,Spinazzola  ,ROMA,Left-Back,right,SPINAZZOLA L.
Jordan,Veretout ,ROMA,Central Midfield,right,VERETOUT J.
MatIas,ViNa ,ROMA,Left-Back,left,VINA M.
Cristian,Volpato ,ROMA,Attacking Midfield,left,VOLPATO C.
Nicola,Zalewski ,ROMA,Left Midfield,both,ZALEWSKI N.
NicolO',Zaniolo ,ROMA,Attacking Midfield,left,ZANIOLO N.
Ramzi,Aya  ,SALERNITANA,Centre-Back,right,AYA R.
Vid,Belec  ,SALERNITANA,Goalkeeper,right,BELEC V.
Luka,Bogdan ,SALERNITANA,Centre-Back,right,BOGDAN L.
Emil,Bohinen ,SALERNITANA,Central Midfield,left,BOHINEN E.
Federico,Bonazzoli ,SALERNITANA,Centre-Forward,left,BONAZZOLI F.
Leonardo,Capezzi ,SALERNITANA,Central Midfield,right,CAPEZZI L.
Lassana,Coulibaly ,SALERNITANA,Central Midfield,right,COULIBALY L.
Mamadou,Coulibaly ,SALERNITANA,Central Midfield,right,COULIBALY M.
Filippo,Delli Carri,SALERNITANA,Centre-Back,left,DELLI CARRI F.
Francesco,Di Tacchio,SALERNITANA,Defensive Midfield,left,DI TACCHIO F.
Milan,Djuric ,SALERNITANA,Centre-Forward,right,DJURIC M.
Radu,Dragusin ,SALERNITANA,Centre-Back,right,DRAGUSIN R.
Ederson,Ederson,SALERNITANA,Central Midfield,right,EDERSON
Federico,Fazio ,SALERNITANA,Centre-Back,right,FAZIO F.
Vincenzo,Fiorillo ,SALERNITANA,Goalkeeper,left,FIORILLO V.
Riccardo,Gagliolo ,SALERNITANA,Centre-Back,left,GAGLIOLO R.
Cedric,Gondo ,SALERNITANA,Centre-Forward,right,GONDO C.
Norbert,Gyomber  ,SALERNITANA,Centre-Back,right,GYOMBER N.
Pawel,Jaroszynski  ,SALERNITANA,Left-Back,left,JAROSZYNSKI P.
Grigoris,Kastanos ,SALERNITANA,Central Midfield,left,KASTANOS G.
Wajdi,Kechrida ,SALERNITANA,Right-Back,right,KECHRIDA W.
Julian,Kristoffersen ,SALERNITANA,Centre-Forward,right,KRISTOFFERSEN J.
Pasquale,Mazzocchi  ,SALERNITANA,Right-Back,right,MAZZOCCHI P.
Mikael ,Mikael ,SALERNITANA,Centre-Forward,left,MIKAEL
Andrei,Motoc ,SALERNITANA,Centre-Back,right,MOTOC A.
Lys,Mousset ,SALERNITANA,Centre-Forward,right,MOUSSET L.
Joel,Obi ,SALERNITANA,Central Midfield,left,OBI J.
Diego,Perotti ,SALERNITANA,Left Winger,right,PEROTTI D.
Mario,Perrone ,SALERNITANA,Centre-Back,left,PERRONE M.
Ivan,Radovanovic ,SALERNITANA,Defensive Midfield,right,RADOVANOVIC I.
Franck,RibE'ry ,SALERNITANA,Left Winger,right,RIBERY F.
Matteo,Ruggeri ,SALERNITANA,Left-Back,left,RUGGERI M.
Alessandro,Russo ,SALERNITANA,Central Midfield,right,RUSSO AL.
Andrea,Schiavone ,SALERNITANA,Defensive Midfield,right,SCHIAVONE A.
Luigi,Sepe ,SALERNITANA,Goalkeeper,left,SEPE L.
Simy,Simy,SALERNITANA,Centre-Forward,right,SIMY S.
Stefan,Strandberg ,SALERNITANA,Centre-Back,right,STRANDBERG S.
Simone,Verdi ,SALERNITANA,Attacking Midfield,both,VERDI S.
Edoardo,Vergani ,SALERNITANA,Centre-Forward,right,VERGANI E.
FrE'dE'ric,Veseli ,SALERNITANA,Centre-Back,right,VESELI F.
Nadir,Zortea ,SALERNITANA,Right-Back,right,ZORTEA N.
Adrien,Silva ,SAMPDORIA,Central Midfield,right,ADRIEN SILVA
Kristoffer,Askildsen ,SAMPDORIA,Central Midfield,right,ASKILDSEN K.
Emil,Audero ,SAMPDORIA,Goalkeeper,right,AUDERO E.
Tommaso,Augello ,SAMPDORIA,Left-Back,left,AUGELLO T.
Bartosz,Bereszynski ,SAMPDORIA,Right-Back,right,BERESZYNSKI B.
Antonio,Candreva  ,SAMPDORIA,Right Midfield,right,CANDREVA A.
Gianluca,Caprari ,SAMPDORIA,Second Striker,right,CAPRARI G.
Francesco,Caputo ,SAMPDORIA,Centre-Forward,right,CAPUTO F.
Julian,Chabot ,SAMPDORIA,Centre-Back,left,CHABOT J.
Riccardo,Ciervo ,SAMPDORIA,Left Winger,right,CIERVO R.
Omar,Colley ,SAMPDORIA,Centre-Back,left,COLLEY O.
Mikkel,Damsgaard ,SAMPDORIA,Left Winger,right,DAMSGAARD M.
Fabio,Depaoli ,SAMPDORIA,Right-Back,right,DEPAOLI F.
Albin,Ekdal ,SAMPDORIA,Defensive Midfield,right,EKDAL A.
Wladimiro,Falcone ,SAMPDORIA,Goalkeeper,right,FALCONE W.
Alex,Ferrari ,SAMPDORIA,Centre-Back,right,FERRARI A.
Manolo,Gabbiadini ,SAMPDORIA,Centre-Forward,left,GABBIADINI M.
Sebastian,Giovinco ,SAMPDORIA,Second Striker,right,GIOVINCO S.
Giangiacomo,Magnani ,SAMPDORIA,Centre-Back,right,MAGNANI G.
Nicola,Murru ,SAMPDORIA,Left-Back,left,MURRU N.
Fabio,Quagliarella ,SAMPDORIA,Centre-Forward,right,QUAGLIARELLA F.
Nicola,Ravaglia  ,SAMPDORIA,Goalkeeper,right,RAVAGLIA N.
TomAs,RincOn ,SAMPDORIA,Defensive Midfield,right,RINCON T.
Abdelhamid,Sabiri ,SAMPDORIA,Attacking Midfield,right,SABIRI A.
Vladyslav,Supryaga  ,SAMPDORIA,Centre-Forward,right,SUPRYAGA V.
Morten,Thorsby ,SAMPDORIA,Central Midfield,right,THORSBY M.
Ernesto,Torregrossa ,SAMPDORIA,Centre-Forward,left,TORREGROSSA E.
Simone,Trimboli ,SAMPDORIA,Central Midfield,right,TRIMBOLI S.
Ronaldo,Vieira ,SAMPDORIA,Central Midfield,right,VIEIRA R.
Gerard,Yepes ,SAMPDORIA,Defensive Midfield,right,YEPES G.
Maya,Yoshida ,SAMPDORIA,Centre-Back,right,YOSHIDA M.
Kaan,Ayhan ,SASSUOLO,Centre-Back,right,AYHAN K.
Domenico,Berardi ,SASSUOLO,Right Winger,left,BERARDI D.
Emil,Konradsen Ceide,SASSUOLO,Left Winger,right,CEIDE E. K.
Vlad,Chiriches  ,SASSUOLO,Centre-Back,right,CHIRICHES V.
Andrea,Consigli ,SASSUOLO,Goalkeeper,right,CONSIGLI A.
GrE'goire,Defrel  ,SASSUOLO,Centre-Forward,left,DEFREL G.
Filip,Djuricic  ,SASSUOLO,Attacking Midfield,right,DJURICIC F.
Gian,Marco Ferrari,SASSUOLO,Centre-Back,left,FERRARI G.
Davide,Frattesi ,SASSUOLO,Central Midfield,right,FRATTESI D.
Abdou,Harroui ,SASSUOLO,Central Midfield,both,HARROUI A.
Matheus,Henrique ,SASSUOLO,Central Midfield,right,HENRIQUE M.
Georgios,Kyriakopoulos ,SASSUOLO,Left-Back,left,KYRIAKOPOULOS G.
Maxime,LOpez ,SASSUOLO,Defensive Midfield,right,LOPEZ M.
Francesco,Magnanelli ,SASSUOLO,Defensive Midfield,right,MAGNANELLI F.
Mert,MUldUr ,SASSUOLO,Right-Back,right,MULDUR M.
Brian,Oddei ,SASSUOLO,Right Winger,left,ODDEI B.
Gianluca,Pegolo ,SASSUOLO,Goalkeeper,left,PEGOLO G.
Federico,Peluso ,SASSUOLO,Left-Back,left,PELUSO F.
Giacomo,Raspadori ,SASSUOLO,Second Striker,both,RASPADORI G.
RogE'rio,RogE'rio,SASSUOLO,Left-Back,left,ROGERIO
Ruan,Tressoldi ,SASSUOLO,Centre-Back,right,RUAN
Luigi,Samele ,SASSUOLO,Centre-Forward,right,SAMELE L.
Giacomo,Satalino ,SASSUOLO,Goalkeeper,right,SATALINO G.
Gianluca,Scamacca ,SASSUOLO,Centre-Forward,right,SCAMACCA G.
Jeremy,Toljan ,SASSUOLO,Right-Back,right,TOLJAN J.
Hamed,Junior Traorè,SASSUOLO,Attacking Midfield,both,TRAORE H. J.
Kelvin,Amian ,SPEZIA,Right-Back,right,AMIAN ADOU K.
Janis,Antiste ,SPEZIA,Centre-Forward,right,ANTISTE J.
Simone,Bastoni ,SPEZIA,Central Midfield,left,BASTONI S.
NicolO',Bertola ,SPEZIA,Centre-Back,right,BERTOLA N.
Mehdi,Bourabia ,SPEZIA,Defensive Midfield,right,BOURABIA M.
Ebrima,Colley ,SPEZIA,Left Winger,right,COLLEY E.
Martin,Erlic ,SPEZIA,Centre-Back,right,ERLIC M.
Salva,Ferrer ,SPEZIA,Right-Back,right,FERRER S.
Emmanuel,Gyasi ,SPEZIA,Left Winger,right,GYASI E.
Petko,Hristov ,SPEZIA,Centre-Back,right,HRISTOV P.
Jakub,Kiwior ,SPEZIA,Centre-Back,left,KIWIOR J.
Viktor,Kovalenko  ,SPEZIA,Attacking Midfield,right,KOVALENKO V.
Giulio,Maggiore ,SPEZIA,Central Midfield,right,MAGGIORE G.
Rey,Manaj ,SPEZIA,Centre-Forward,right,MANAJ R.
Samuel,Mraz ,SPEZIA,Centre-Forward,right,MRAZ S.
Aurelien,Nguiamba,SPEZIA,Central Midfield,left,NGUIAMBA A.
Dimitrios,Nikolaou ,SPEZIA,Centre-Back,left,NIKOLAOU D.
M'Bala,Nzola ,SPEZIA,Centre-Forward,left,NZOLA M.
Suf,Podgoreanu  ,SPEZIA,Right Winger,right,PODGOREANU S.
Ivan,Provedel ,SPEZIA,Goalkeeper,right,PROVEDEL I.
Arkadiusz,Reca  ,SPEZIA,Left-Back,left,RECA A.
Jacopo,Sala ,SPEZIA,Central Midfield,right,SALA J.
Aimar,Sher ,SPEZIA,Central Midfield,right,SHER A.
David,Strelec ,SPEZIA,Centre-Forward,left,STRELEC D.
Daniele,Verde ,SPEZIA,Right Winger,left,VERDE D.
Luca,Vignali ,SPEZIA,Right-Back,right,VIGNALI L.
Jeroen,Zoet ,SPEZIA,Goalkeeper,right,ZOET J.
Petar,Zovko ,SPEZIA,Goalkeeper,left,ZOVKO P.
Cristian,Ansaldi ,TORINO,Left-Back,both,ANSALDI C.
Andrea,Belotti ,TORINO,Centre-Forward,right,BELOTTI A.
Etrit,Berisha ,TORINO,Goalkeeper,left,BERISHA E.
Josip,Brekalo ,TORINO,Left Winger,right,BREKALO J.
Bremer,Bremer,TORINO,Centre-Back,right,BREMER G.
Alessandro,Buongiorno  ,TORINO,Centre-Back,left,BUONGIORNO A.
Koffi,Djidji ,TORINO,Centre-Back,right,DJIDJI K.
Luca,Gemello ,TORINO,Goalkeeper,right,GEMELLO L.
Armando,Izzo ,TORINO,Centre-Back,right,IZZO A.
Ben,Lhassine Kone,TORINO,Attacking Midfield,left,KONE B. L.
Karol,Linetty ,TORINO,Central Midfield,right,LINETTY K.
Saša,LukiC  ,TORINO,Central Midfield,right,LUKIC S.
Rolando,Mandragora ,TORINO,Defensive Midfield,left,MANDRAGORA R.
Vanja,MilinkoviC-SaviC ,TORINO,Goalkeeper,right,MILINKOVIC-SAVIC V.
Ola,Aina  ,TORINO,Right-Back,right,OLA AINA T.
Marko,Pjaca ,TORINO,Left Winger,right,PJACA M.
Dennis,Praet ,TORINO,Central Midfield,right,PRAET D.
Ricardo,RodrIguez ,TORINO,Centre-Back,left,RODRIGUEZ R.
Antonio,Sanabria ,TORINO,Centre-Forward,right,SANABRIA A.
Demba,Seck ,TORINO,Right Winger,left,SECK D.
Stephane,Singo ,TORINO,Right-Back,right,SINGO W. S.
Mërgim,Vojvoda ,TORINO,Right-Back,right,VOJVODA M.
Magnus,Warming  ,TORINO,Left Winger,right,WARMING M.
Simone,Zaza ,TORINO,Centre-Forward,left,ZAZA S.
David,Zima ,TORINO,Centre-Back,right,ZIMA D.
Tolgay,Arslan ,UDINESE,Central Midfield,right,ARSLAN T.
Rodrigo,BecAo  ,UDINESE,Centre-Back,right,BECAO R.
Filip,Benkovic ,UDINESE,Centre-Back,right,BENKOVIC F.
Beto,Beto,UDINESE,Centre-Forward,right,BETO
Sebastien,De Maio,UDINESE,Centre-Back,right,DE MAIO S.
Gerard,Deulofeu ,UDINESE,Centre-Forward,right,DEULOFEU G.
Fernando,Forestieri ,UDINESE,Second Striker,right,FORESTIERI F.
Mato,Jajalo ,UDINESE,Defensive Midfield,right,JAJALO M.
Jens,Larsen,UDINESE,Right-Back,right,LARSEN J.
Jean-Victor,Makengo  ,UDINESE,Central Midfield,left,MAKENGO J.
Pablo,MarI  ,UDINESE,Centre-Back,left,MARI' P.
Nahuel,Molina ,UDINESE,Right-Back,right,MOLINA N.
Ilija,Nestorovski ,UDINESE,Centre-Forward,left,NESTOROVSKI I.
Bram,Nuytinck  ,UDINESE,Centre-Back,left,NUYTINCK B.
Stefano,Okaka ,UDINESE,Centre-Forward,right,OKAKA S.
Daniele,Padelli ,UDINESE,Goalkeeper,right,PADELLI D.
Simone,Pafundi ,UDINESE,Attacking Midfield,left,PAFUNDI S.
Roberto,Pereyra ,UDINESE,Central Midfield,both,PEREYRA R.
NehuE'n,PE'rez ,UDINESE,Centre-Back,right,PEREZ N.
Riccardo,Pinzi ,UDINESE,Central Midfield,right,PINZI R.
Ignacio,Pussetto  ,UDINESE,Right Winger,right,PUSSETTO I.
Lazar,Samardzic ,UDINESE,Attacking Midfield,left,SAMARDZIC L.
Samir,Samir,UDINESE,Centre-Back,left,SAMIR
Marco,Silvestri ,UDINESE,Goalkeeper,right,SILVESTRI M.
Brandon,Soppy ,UDINESE,Right-Back,right,SOPPY B.
Isaac,Success ,UDINESE,Centre-Forward,right,SUCCESS I.
Destiny,Udogie  ,UDINESE,Left-Back,left,UDOGIE D.
Walace,Walace,UDINESE,Defensive Midfield,right,WALACE
Marvin,Zeegelaar ,UDINESE,Left-Back,left,ZEEGELAAR M.
Ethan,Ampadu ,VENEZIA,Centre-Back,right,AMPADU E.
Mattia,Aramu ,VENEZIA,Attacking Midfield,left,ARAMU M.
Issa,Bah ,VENEZIA,Left Winger,right,BAH I.
Bjarki,Bjarkason ,VENEZIA,Left Winger,right,BJARKASON B. S.
Gianluca,Busio ,VENEZIA,Central Midfield,right,BUSIO G.
Mattia,Caldara ,VENEZIA,Centre-Back,right,CALDARA M.
Pietro,Ceccaroni ,VENEZIA,Centre-Back,left,CECCARONI P.
Domen,Crnigoj ,VENEZIA,Central Midfield,right,CRNIGOJ D.
Michaël,Cuisance ,VENEZIA,Central Midfield,left,CUISANCE M.
Jacopo,Dezi ,VENEZIA,Central Midfield,right,DEZI J.
Francesco,Di Mariano,VENEZIA,Left Winger,right,DI MARIANO F.
Tyronne,Ebuehi ,VENEZIA,Right-Back,right,EBUEHI T.
Luca,Fiordilino ,VENEZIA,Defensive Midfield,right,FIORDILINO L.
Francesco,Forte ,VENEZIA,Centre-Forward,left,FORTE F.
Nicolas,Galazzi ,VENEZIA,Right Winger,left,GALAZZI N.
Ridgeciano,Haps  ,VENEZIA,Left-Back,left,HAPS R.
Thomas,Henry ,VENEZIA,Centre-Forward,right,HENRY T.
Daan,Heymans,VENEZIA,Attacking Midfield,right,HEYMANS D.
Dennis,Johnsen ,VENEZIA,Left Winger,right,JOHNSEN D.
Sofian,Kiyine ,VENEZIA,Central Midfield,right,KIYINE S.
Patrick,Leal ,VENEZIA,Attacking Midfield,right,LEAL P. T.
Luca,Lezzerini  ,VENEZIA,Goalkeeper,right,LEZZERINI L.
Niki,MAenpAA ,VENEZIA,Goalkeeper,right,MAENPAA N.
Ales,Mateju ,VENEZIA,Right-Back,right,MATEJU A.
Hilmir,Rafn Mikaelsson,VENEZIA,Centre-Forward, ,MIKAELSSON H. R.
Marco,Modolo ,VENEZIA,Centre-Back,right,MODOLO M.
Cristian,Molinaro ,VENEZIA,Left-Back,left,MOLINARO C.
Nani,NANI,VENEZIA,Left Winger,both,NANI L. C.
Jean-Pierre,Nsame ,VENEZIA,Centre-Forward,right,NSAME J.
David,Okereke ,VENEZIA,Centre-Forward,right,OKEREKE D.
Dor,Peretz ,VENEZIA,Defensive Midfield,right,PERETZ D.
Sergio,Romero ,VENEZIA,Goalkeeper,right,ROMERO S.
David,Schnegg ,VENEZIA,Left-Back,left,SCHNEGG D.
ArnOr,Sigurdsson ,VENEZIA,Attacking Midfield,right,SIGURDSSON A.
Michael,Svoboda ,VENEZIA,Centre-Back,right,SVOBODA M.
Tanner,Tessmann ,VENEZIA,Central Midfield,right,TESSMANN T.
Maximilian,Ullmann ,VENEZIA,Left-Back,left,ULLMANN M.
Antonio,Junior Vacca,VENEZIA,Defensive Midfield,right,VACCA A.
