,Player_Name,Player_LastName,Club,Position,Foot,known_name,sics_id,opta_id,sc_id,first_name,last_name,born_date
197,Kelvin,Yeboah ,GENOA,Centre-Forward,right,YEBOAH K.,27124,454491,28782,KELVIN,YEBOAH,2000-05-06
198,Antonin,Barak ,HELLAS VERONA,Attacking Midfield,left,BARAK A.,13794,218784,11338,ANTONIN,BARAK,1994-12-03
199,Alessandro,Berardi ,HELLAS VERONA,Goalkeeper,right,BERARDI A.,12199,94239,23206,ALESSANDRO,BERARDI,1991-01-16
200,Daniel,Bessa ,HELLAS VERONA,Central Midfield,right,BESSA D.,5586,149260,14158,DANIEL,BESSA,1993-01-14
201,Matteo,Cancellieri ,HELLAS VERONA,Right Winger,left,CANCELLIERI M.,23883,466149,33335,MATTEO,CANCELLIERI,2002-02-12
202,NicolO',Casale ,HELLAS VERONA,Centre-Back,right,CASALE N.,14235,244453,27654,NICOLO',CASALE,1998-02-14
203,Federico,Ceccherini ,HELLAS VERONA,Centre-Back,right,CECCHERINI F.,5699,90557,3335,FEDERICO,CECCHERINI,1992-05-11
204,Mert,Cetin ,HELLAS VERONA,Centre-Back,right,CETIN M.,20962,433734,23202,MERT,CETIN,1997-01-01
205,Diego,Coppola  ,HELLAS VERONA,Centre-Back,right,COPPOLA D.,26872,550090,85815,DIEGO,COPPOLA,2003-12-28
206,Pawel,Dawidowicz ,HELLAS VERONA,Centre-Back,both,DAWIDOWICZ P.,13396,141925,8542,PAWEL,DAWIDOWICZ,1995-05-20
207,Samuel,Di Carmine,HELLAS VERONA,Centre-Forward,right,DI CARMINE S.,8837,32286,19694,SAMUEL,DI CARMINE,1988-09-29
208,Davide,Faraoni  ,HELLAS VERONA,Right-Back,right,FARAONI D.,6361,49391,6767,DAVIDE,FARAONI,1991-10-25
209,Gianluca,Frabotta ,HELLAS VERONA,Left-Back,left,FRABOTTA G.,15987,246002,29721,GIANLUCA,FRABOTTA,1999-06-24
210,Koray,GUnter ,HELLAS VERONA,Centre-Back,right,GUNTER K.,10436,118888,14152,KORAY,GUNTER,1994-08-16
211,Martin,Hongla ,HELLAS VERONA,Defensive Midfield,right,HONGLA M.,24843,241127,26622,MARTIN,HONGLA,1998-03-16
212,Ivan,IliC ,HELLAS VERONA,Central Midfield,left,ILIC I.,23948,430848,12355,IVAN,ILIC,2001-03-17
213,Nikola,Kalinic ,HELLAS VERONA,Centre-Forward,both,KALINIC N.,7783,50401,8074,NIKOLA,KALINIC,1988-01-05
214,Kevin,Lasagna ,HELLAS VERONA,Centre-Forward,left,LASAGNA K.,6384,192905,5838,KEVIN,LASAGNA,1992-08-10
215,Darko,LazoviC ,HELLAS VERONA,Left Midfield,right,LAZOVIC D.,8651,57012,2361,DARKO,LAZOVIC,1990-09-15
216,Lorenzo,MontipO' ,HELLAS VERONA,Goalkeeper,right,MONTIPO' L.,11608,156245,19966,LORENZO,MONTIPO',1996-02-20
217,Ivor,Pandur ,HELLAS VERONA,Goalkeeper,right,PANDUR I.,23950,459089,32446,IVOR,PANDUR,2000-03-25
218,Mateusz,Praszelik ,HELLAS VERONA,Attacking Midfield,right,PRASZELIK M.,30830,437537,25096,MATEUSZ,PRASZELIK,2000-09-26
219,Panagiotis,Retsos ,HELLAS VERONA,Centre-Back,right,RETSOS P.,14050,222786,16287,PANAGIOTIS,RETSOS,1998-08-09
220,Adrien,Tamèze ,HELLAS VERONA,Defensive Midfield,right,TAMEZE A.,15137,152338,11508,ADRIEN,TAMEZE,1994-02-04
221,Filippo,Terracciano ,HELLAS VERONA,Central Midfield,right,TERRACCIANO F.,23510,508625,26201,FILIPPO,TERRACCIANO,2003-02-08
222,Miguel,Veloso ,HELLAS VERONA,Defensive Midfield,left,VELOSO M.,10005,19620,7578,MIGUEL,VELOSO,1986-05-11
223,NicolO',Barella ,INTER,Central Midfield,right,BARELLA N.,6438,171384,8042,NICOLO',BARELLA,1997-02-07
224,Alessandro,Bastoni ,INTER,Centre-Back,left,BASTONI A.,12940,215977,19047,ALESSANDRO,BASTONI,1999-04-13
225,Marcelo,Brozovic ,INTER,Defensive Midfield,both,BROZOVIC M.,7092,94425,6707,MARCELO,BROZOVIC,1992-11-16
226,Hakan,Calhanoglu ,INTER,Central Midfield,right,CALHANOGLU H.,7687,111732,4175,HAKAN,CALHANOGLU,1994-02-08
227,JoaquIn,Correa  ,INTER,Second Striker,right,CORREA J.,7120,116195,5096,JOAQUIN,CORREA,1994-08-13
228,Danilo,D'Ambrosio ,INTER,Centre-Back,right,D'AMBROSIO D.,6091,39826,2286,DANILO,D'AMBROSIO,1988-09-09
229,Matteo,Darmian  ,INTER,Right-Back,right,DARMIAN M.,6314,40002,7229,MATTEO,DARMIAN,1989-12-02
230,Stefan,de Vrij,INTER,Centre-Back,right,DE VRIJ S.,6149,78140,9972,STEFAN,DE VRIJ,1992-02-05
231,Federico,Dimarco ,INTER,Left-Back,left,DIMARCO F.,7814,161919,19036,FEDERICO,DIMARCO,1997-11-10
232,Denzel,Dumfries ,INTER,Right Midfield,right,DUMFRIES D.,17370,199432,12685,DENZEL,DUMFRIES,1996-04-18
233,Edin,Dzeko ,INTER,Centre-Forward,right,DZEKO E.,7825,42544,2938,EDIN,DZEKO,1986-03-17
234,Roberto,Gagliardini ,INTER,Central Midfield,right,GAGLIARDINI R.,5884,171152,9134,ROBERTO,GAGLIARDINI,1994-04-07
235,Samir,Handanovic ,INTER,Goalkeeper,right,HANDANOVIC S.,6083,18383,9494,SAMIR,HANDANOVIC,1984-07-14
236,Aleksandar,Kolarov ,INTER,Left-Back,left,KOLAROV A.,7558,42593,420,ALEKSANDAR,KOLAROV,1985-11-10
237,Lautaro,MartInez ,INTER,Centre-Forward,right,LAUTARO MARTINEZ,16755,209737,12643,LAUTARO,MARTINEZ,1997-08-22
238,Ivan,Perisic ,INTER,Left Midfield,both,PERISIC I.,7244,45034,4545,IVAN,PERISIC,1989-02-02
239,Ionut,Radu  ,INTER,Goalkeeper,right,RADU I.,11017,215531,14164,IONUT ANDREI,RADU,1997-05-28
240,Andrea,Ranocchia ,INTER,Centre-Back,right,RANOCCHIA A.,6097,39167,788,ANDREA,RANOCCHIA,1988-02-16
241,Alexis,SAnchez ,INTER,Centre-Forward,right,SANCHEZ A.,7720,37265,579,ALEXIS,SANCHEZ,1988-12-19
242,MartIn,Satriano ,INTER,Centre-Forward,right,SATRIANO M.,26682,474843,31185,MARTIN,SATRIANO,2001-02-20
243,Stefano,Sensi  ,INTER,Central Midfield,right,SENSI S.,8783,147166,11271,STEFANO,SENSI,1995-08-05
244,Milan,Skriniar ,INTER,Centre-Back,right,SKRINIAR M.,10918,112065,7638,MILAN,SKRINIAR,1995-02-11
245,MatIas,Vecino ,INTER,Central Midfield,right,VECINO M.,6414,148215,7199,MATIAS,VECINO,1991-08-24
246,Arturo,Vidal ,INTER,Central Midfield,right,VIDAL A.,6119,42565,1091,ARTURO,VIDAL,1987-05-22
247,Mattia,Zanotti ,INTER,Right-Back,right,ZANOTTI M.,23601,544883,70564,MATTIA,ZANOTTI,2003-01-11
248,Marley,AkE'  ,JUVENTUS,Left Winger,right,AKE' M.,24708,485176,23790,MARLEY,AKE',2001-01-05
249,Alex,Sandro ,JUVENTUS,Left-Back,left,ALEX SANDRO,7675,53693,510,ALEX SANDRO,LOBO SILVA,1991-01-26
250,Arthur,Melo  ,JUVENTUS,Central Midfield,right,ARTHUR,17369,204043,12644,ARTHUR HENRIQUE,RAMOS DE OLIVEIRA MELO,1996-08-12
251,Rodrigo,Bentancur ,JUVENTUS,Central Midfield,right,BENTANCUR R.,14080,202993,11287,RODRIGO,BENTANCUR,1997-06-25
252,Federico,Bernardeschi ,JUVENTUS,Right Winger,left,BERNARDESCHI F.,6049,147297,3333,FEDERICO,BERNARDESCHI,1994-02-16
253,Leonardo,Bonucci ,JUVENTUS,Centre-Back,right,BONUCCI L.,6111,28277,6169,LEONARDO,BONUCCI,1987-05-01
254,Giorgio,Chiellini ,JUVENTUS,Centre-Back,left,CHIELLINI G.,6112,18102,3943,GIORGIO,CHIELLINI,1984-08-14
255,Federico,Chiesa ,JUVENTUS,Right Winger,right,CHIESA F.,11798,223541,11288,FEDERICO,CHIESA,1997-10-25
256,Cristiano,Ronaldo ,JUVENTUS,Centre-Forward,right,CRISTIANO RONALDO,7490,14937,2073,CRISTIANO,RONALDO,1985-02-05
257,Juan,Cuadrado ,JUVENTUS,Right Midfield,right,CUADRADO JU.,6048,66733,5511,JUAN GUILLERMO BELLO,CUADRADO,1988-05-26
258,Danilo,Danilo,JUVENTUS,Right-Back,right,DANILO,7674,100180,2295,DANILO,LUIZ DA SILVA,1991-07-15
259,Matthijs,de Ligt,JUVENTUS,Centre-Back,right,DE LIGT M.,13574,209365,11559,MATTHIJS,DE LIGT,1999-08-12
260,Mattia,De Sciglio ,JUVENTUS,Left-Back,right,DE SCIGLIO M.,6177,107013,7276,MATTIA,DE SCIGLIO,1992-10-20
261,Paulo,Dybala ,JUVENTUS,Second Striker,left,DYBALA P.,6222,120638,8504,PAULO,DYBALA,1993-11-15
262,Kaio,Jorge ,JUVENTUS,Centre-Forward,right,KAIO JORGE,26672,466459,24830,KAIO JORGE,PINTO RAMOS,2002-01-24
263,Moise,Kean ,JUVENTUS,Centre-Forward,right,KEAN M.,12837,242058,12769,MOISE,KEAN,2000-02-28
264,Dejan,Kulusevski ,JUVENTUS,Right Winger,left,KULUSEVSKI D.,18931,445044,24053,DEJAN,KULUSEVSKI,2000-04-25
265,Manuel,Locatelli ,JUVENTUS,Defensive Midfield,right,LOCATELLI M.,10917,171387,14174,MANUEL,LOCATELLI,1998-01-08
266,Weston,McKennie ,JUVENTUS,Central Midfield,right,MCKENNIE W.,17390,241519,11284,WESTON,MCKENNIE,1998-08-28
267,Fabio,Miretti ,JUVENTUS,Central Midfield,right,MIRETTI F.,23589,493115,41317,FABIO,MIRETTI,2003-08-03
268,Alvaro,Morata ,JUVENTUS,Centre-Forward,right,MORATA A.,6133,88482,646,ALVARO,MORATA,1992-10-23
269,Martin,Palumbo ,JUVENTUS,Central Midfield,left,PALUMBO M.,23490,497953,26022,MARTIN,PALUMBO,2002-03-05
270,Luca,Pellegrini ,JUVENTUS,Left-Back,left,PELLEGRINI LU.,16864,215981,12762,LUCA,PELLEGRINI,1999-03-07
271,Mattia,Perin ,JUVENTUS,Goalkeeper,right,PERIN M.,6508,87995,7280,MATTIA,PERIN,1992-11-10
272,Carlo,Pinsoglio ,JUVENTUS,Goalkeeper,left,PINSOGLIO C.,5770,59338,12767,CARLO,PINSOGLIO,1990-03-16
273,Adrien,Rabiot ,JUVENTUS,Central Midfield,left,RABIOT A.,7437,120743,277,ADRIEN,RABIOT,1995-04-03
274,Aaron,Ramsey ,JUVENTUS,Central Midfield,right,RAMSEY A.,7724,41792,95,AARON,RAMSEY,1990-12-26
275,Daniele,Rugani ,JUVENTUS,Centre-Back,right,RUGANI D.,6406,150710,2274,DANIELE,RUGANI,1994-07-29
276,MatIas,SoulE' ,JUVENTUS,Right Winger,left,SOULE' M.,26984,511505,67782,MATIAS,SOULE',2003-04-15
277,Wojciech,Szczesny ,JUVENTUS,Goalkeeper,right,SZCZESNY W.,7968,59936,10903,WOJCIECH,SZCZESNY,1990-04-18
278,Denis,Zakaria ,JUVENTUS,Defensive Midfield,right,ZAKARIA D.,11123,212701,2626,DENIS,ZAKARIA,1996-11-20
279,Francesco,Acerbi ,LAZIO,Centre-Back,left,ACERBI F.,6264,84178,3532,FRANCESCO,ACERBI,1988-02-10
280,Jean-Daniel,Akpa Akpro,LAZIO,Central Midfield,right,AKPA AKPRO J. D.,16145,104359,4851,JEAN DANIEL,AKPA AKPRO,1992-10-11
281,AndrE',Anderson ,LAZIO,Attacking Midfield,right,ANDERSON A.,16913,462708,19570,ANDRE',ANDERSON,1999-09-23
282,Toma,Basic ,LAZIO,Central Midfield,left,BASIC T.,19431,212851,12219,TOMA,BASIC,1996-11-25
283,Danilo,Cataldi ,LAZIO,Defensive Midfield,right,CATALDI D.,6154,130963,2285,DANILO,CATALDI,1994-08-06
284,Gonzalo,Escalante ,LAZIO,Central Midfield,right,ESCALANTE G.,5605,156305,4011,GONZALO,ESCALANTE,1993-03-27
285,Felipe,Anderson ,LAZIO,Right Winger,right,FELIPE ANDERSON,6157,101537,3353,FELIPE,ANDERSON PEREIRA GOMES,1993-04-15
286,Elseid,Hysaj ,LAZIO,Right-Back,right,HYSAJ E.,6403,107363,3022,ELSEID,HYSAJ,1994-02-02
287,Ciro,Immobile ,LAZIO,Centre-Forward,right,IMMOBILE C.,7237,59046,1921,CIRO,IMMOBILE,1990-02-20
288,Jovane,Cabral ,LAZIO,Left Winger,right,JOVANE CABRAL,17896,437913,13285,JOVANE EDUARDO,BORGES CABRAL,1998-06-14
289,Dimitrije,Kamenovic ,LAZIO,Left-Back,left,KAMENOVIC D.,26515,457499,116317,DIMITRIJE,KAMENOVIC,2000-07-16
290,Manuel,Lazzari  ,LAZIO,Right-Back,right,LAZZARI M.,10622,156323,12578,MANUEL,LAZZARI,1993-11-29
291,Lucas,Leiva ,LAZIO,Defensive Midfield,right,LUCAS LEIVA,8039,43191,6360,LUCAS,PEZZINI LEIVA,1987-01-09
292,Luis,Alberto ,LAZIO,Central Midfield,right,LUIS ALBERTO,12235,82451,6416,LUIS ALBERTO,ROMERO ALCONCHEL,1992-09-28
293,Luiz,Felipe ,LAZIO,Centre-Back,right,LUIZ FELIPE,12236,215510,12975,LUIZ FELIPE,RAMOS MARCHI,1997-03-22
294,Adam,Marusic ,LAZIO,Right-Back,right,MARUSIC A.,14081,169107,196,ADAM,MARUSIC,1992-10-17
295,Sergej,MilinkoviC-SaviC ,LAZIO,Central Midfield,right,MILINKOVIC-SAVIC S.,8627,180793,9729,SERGEJ,MILINKOVIC-SAVIC,1995-02-27
296,Raúl,Moro ,LAZIO,Left Winger,right,MORO R.,23512,465701,28597,RAUL,MORO,2002-12-05
297,Vedat,Muriqi ,LAZIO,Centre-Forward,left,MURIQI V.,20909,156293,14891,VEDAT,MURIQI,1994-04-24
298,Patric ,Patric ,LAZIO,Centre-Back,right,PATRIC,8640,106461,8396,PATRICIO,GABARRON GIL,1993-04-17
299,Pedro,Pedro,LAZIO,Right Winger,both,PEDRO,7651,49579,8592,PEDRO,RODRIGUEZ,1987-07-28
300,Stefan,Radu ,LAZIO,Centre-Back,left,RADU S.,6152,27353,9971,STEFAN,RADU,1986-10-22
301,Pepe,Reina ,LAZIO,Goalkeeper,right,REINA P.,8633,8432,8608,PEPE,REINA,1982-08-31
302,Luka,Romero  ,LAZIO,Right Winger,left,ROMERO L.,26711,508475,25811,LUKA,ROMERO,2004-11-18
303,Thomas,Strakosha ,LAZIO,Goalkeeper,right,STRAKOSHA T.,6142,140200,13293,THOMAS,STRAKOSHA,1995-03-19
304,Denis,Vavro ,LAZIO,Centre-Back,right,VAVRO D.,15765,164266,12880,DENIS,VAVRO,1996-04-10
305,Mattia,Zaccagni  ,LAZIO,Left Winger,right,ZACCAGNI M.,8666,157008,19698,MATTIA,ZACCAGNI,1995-06-16
306,TiemouE',Bakayoko ,MILAN,Defensive Midfield,right,BAKAYOKO T.,8111,169102,10351,TIEMOUE',BAKAYOKO,1994-08-17
307,FodE',Ballo-TourE' ,MILAN,Left-Back,left,BALLO-TOURE' F.,19607,225897,11450,FODE,BALLO-TOURE',1997-01-03
308,Ismaël,Bennacer ,MILAN,Defensive Midfield,left,BENNACER I.,14398,202041,14125,ISMAEL,BENNACER,1997-12-01
309,Brahim,DIaz ,MILAN,Attacking Midfield,both,BRAHIM DIAZ,14559,216183,11592,BRAHIM,DIAZ,1999-08-03
310,Davide,Calabria  ,MILAN,Right-Back,right,CALABRIA D.,7811,161918,2524,DAVIDE,CALABRIA,1996-12-06
311,Samu,Castillejo ,MILAN,Right Winger,left,CASTILLEJO S.,10405,193449,9511,SAMU,CASTILLEJO,1995-01-18
312,Andrea,Conti  ,MILAN,Right-Back,right,CONTI A.,5975,193183,765,ANDREA,CONTI,1994-03-02
313,Alessandro,Florenzi  ,MILAN,Right-Back,right,FLORENZI A.,6958,97617,456,ALESSANDRO,FLORENZI,1991-03-11
314,Matteo,Gabbia  ,MILAN,Centre-Back,right,GABBIA M.,15981,215979,24046,MATTEO,GABBIA,1999-10-21
315,Olivier,Giroud ,MILAN,Centre-Forward,left,GIROUD O.,7723,44346,8206,OLIVIER,GIROUD,1986-09-30
316,Theo,HernAndez ,MILAN,Left-Back,left,HERNANDEZ T.,15562,222784,11606,THEO BERNARD FRANCOIS,HERNANDEZ,1997-10-06
317,Zlatan,IbrahimoviC  ,MILAN,Centre-Forward,both,IBRAHIMOVIC Z.,7659,9808,11122,ZLATAN,IBRAHIMOVIC,1981-10-03
318,Pierre,Kalulu ,MILAN,Centre-Back,right,KALULU P.,23944,466041,24786,PIERRE,KALULU,2000-06-05
319,Franck,KessiE'  ,MILAN,Central Midfield,right,KESSIE' F.,8987,173181,11498,FRANCK,KESSIE',1996-12-19
320,Simon,Kjaer ,MILAN,Centre-Back,right,KJAER S.,7583,48714,9866,SIMON,KJAER,1989-03-26
321,Rade,Krunic ,MILAN,Central Midfield,right,KRUNIC R.,8677,155748,8772,RADE,KRUNIC,1993-10-07
322,Rafael,LeAo ,MILAN,Left Winger,right,LEAO R.,20900,216065,12840,RAFAEL,LEAO,1999-06-10
323,Mike,Maignan  ,MILAN,Goalkeeper,right,MAIGNAN M.,21438,129487,7604,MIKE,MAIGNAN,1995-07-03
324,Daniel,Maldini ,MILAN,Attacking Midfield,right,MALDINI D.,23287,488253,24452,DANIEL,MALDINI,2001-10-11
325,Junior,Messias ,MILAN,Right Winger,left,MESSIAS J.,14410,432070,27565,JUNIOR,MESSIAS,1991-05-13
326,Pietro,Pellegri ,MILAN,Centre-Forward,right,PELLEGRI P.,12970,209335,12201,PIETRO,PELLEGRI,2001-03-17
327,Tommaso,Pobega ,MILAN,Central Midfield,both,POBEGA T.,17629,459025,27618,TOMMASO,POBEGA,1999-07-15
328,Ante,Rebic ,MILAN,Left Winger,right,REBIC A.,7851,98456,903,ANTE,REBIC,1993-09-21
329,Alessio,Romagnoli ,MILAN,Centre-Back,left,ROMAGNOLI A.,6302,126551,480,ALESSIO,ROMAGNOLI,1995-01-12
330,Alexis,Saelemaekers  ,MILAN,Right Winger,right,SAELEMAEKERS A.,20258,437746,14543,ALEXIS,SAELEMAEKERS,1999-06-27
331,Luca,Stanga ,MILAN,Centre-Back, ,STANGA L.,30379,508492,42184,LUCA,STANGA,2002-01-23
332,Ciprian,Tatarusanu ,MILAN,Goalkeeper,right,TATARUSANU C.,6028,44898,1919,CIPRIAN,TATARUSANU,1986-02-09
333,Fikayo,Tomori ,MILAN,Centre-Back,right,TOMORI F.,18218,194794,18779,FIKAYO,TOMORI,1997-12-19
334,Sandro,Tonali  ,MILAN,Defensive Midfield,right,TONALI S.,14430,432422,19844,SANDRO,TONALI,2000-05-08
335,Frank,Anguissa ,NAPOLI,Defensive Midfield,right,ANGUISSA A. Z.,16254,203325,713,ANDRE' ZAMBO,ANGUISSA,1995-11-16
336,Diego,Demme ,NAPOLI,Defensive Midfield,right,DEMME D.,14952,92042,11750,DIEGO,DEMME,1991-11-21
337,Giovanni,Di Lorenzo,NAPOLI,Right-Back,right,DI LORENZO G.,10593,93661,14122,GIOVANNI,DI LORENZO,1993-08-04
338,Eljif,Elmas ,NAPOLI,Attacking Midfield,right,ELMAS E.,19205,225807,13773,ELJIF,ELMAS,1999-09-24
339,FabiAn,Ruiz ,NAPOLI,Central Midfield,left,FABIAN RUIZ,16756,201379,12924,FABIAN,RUIZ,1996-04-03
340,Gianluca,Gaetano ,NAPOLI,Attacking Midfield,right,GAETANO G.,18842,437780,22140,GIANLUCA,GAETANO,2000-05-05
341,Faouzi,Ghoulam ,NAPOLI,Left-Back,left,GHOULAM F.,6211,88746,3313,FAOUZI,GHOULAM,1991-02-01
342,Lorenzo,Insigne  ,NAPOLI,Left Winger,right,INSIGNE L.,6197,75592,6286,LORENZO,INSIGNE,1991-06-04
343,Juan,Jesus ,NAPOLI,Centre-Back,left,JUAN JESUS,6094,91990,11756,JUAN,GUILHERME NUNES JESUS,1991-06-10
344,Kalidou,Koulibaly ,NAPOLI,Centre-Back,right,KOULIBALY K.,6212,86129,5670,KALIDOU,KOULIBALY,1991-06-20
345,Stanislav,Lobotka ,NAPOLI,Defensive Midfield,both,LOBOTKA S.,13903,101820,11208,STANISLAV,LOBOTKA,1994-11-25
346,Hirving,Lozano ,NAPOLI,Right Winger,right,LOZANO H.,11289,179361,11907,HIRVING,LOZANO,1995-07-30
347,KE'vin,Malcuit ,NAPOLI,Right-Back,right,MALCUIT K.,13418,83340,5841,KEVIN,MALCUIT,1991-07-31
348,Konstantinos,Manolas ,NAPOLI,Centre-Back,right,MANOLAS K.,6969,66806,5954,KONSTANTINOS,MANOLAS,1991-06-14
349,Davide,Marfella ,NAPOLI,Goalkeeper,right,MARFELLA D.,21915,460758,63462,DAVIDE,MARFELLA,1999-09-15
350,Alex,Meret ,NAPOLI,Goalkeeper,left,MERET A.,6336,171366,13445,ALEX,MERET,1997-03-22
351,Dries,Mertens ,NAPOLI,Centre-Forward,right,MERTENS D.,6199,54917,2870,DRIES,MERTENS,1987-05-06
352,Victor,Osimhen ,NAPOLI,Centre-Forward,right,OSIMHEN V.,20859,218329,14559,VICTOR,OSIMHEN,1998-12-29
353,David,Ospina ,NAPOLI,Goalkeeper,right,OSPINA D.,7713,48844,2478,DAVID,OSPINA,1988-08-31
354,Adam,Ounas ,NAPOLI,Right Winger,left,OUNAS A.,10165,218005,203,ADAM,OUNAS,1996-11-11
355,Andrea,Petagna ,NAPOLI,Centre-Forward,left,PETAGNA A.,6629,147886,14197,ANDREA,PETAGNA,1995-06-30
356,Matteo,Politano ,NAPOLI,Right Winger,left,POLITANO M.,5822,153776,7236,MATTEO,POLITANO,1993-08-03
357,Amir,Rrahmani ,NAPOLI,Centre-Back,both,RRAHMANI A.,20892,165196,13580,AMIR,RRAHMANI,1994-02-24
358,MArio,Rui ,NAPOLI,Left-Back,left,RUI M.,6410,101019,6905,MARIO,RUI,1991-05-27
359,Axel,Tuanzebe ,NAPOLI,Centre-Back,right,TUANZEBE A.,15753,180804,12111,AXEL,TUANZEBE,1997-11-14
360,Alessandro,Zanoli ,NAPOLI,Right-Back,right,ZANOLI A.,24121,444251,63461,ALESSANDRO,ZANOLI,2000-10-03
361,Piotr,Zielinski ,NAPOLI,Attacking Midfield,both,ZIELINSKI P.,6420,126440,8723,PIOTR,ZIELINSKI,1994-05-20
362,Tammy,Abraham ,ROMA,Centre-Forward,right,ABRAHAM T.,12799,173879,11745,TAMMY,ABRAHAM,1997-10-02
363,Felix,Afena-Gyan ,ROMA,Centre-Forward,right,AFENA-GYAN F.,29144,557021,70481,FELIX,AFENA-GYAN,2003-01-19
364,Edoardo,Bove ,ROMA,Central Midfield,right,BOVE E.,23617,466148,34944,EDOARDO,BOVE,2002-05-16
365,Bryan,Cristante  ,ROMA,Defensive Midfield,right,CRISTANTE B.,8131,109511,1537,BRYAN,CRISTANTE,1995-03-03
366,Ebrima,Darboe  ,ROMA,Defensive Midfield,right,DARBOE E.,25909,477632,24306,EBRIMA,DARBOE,2001-06-06
367,Amadou,Diawara ,ROMA,Defensive Midfield,right,DIAWARA A.,8689,212533,659,AMADOU,DIAWARA,1997-07-17
368,Stephan,El Shaarawy,ROMA,Left Winger,right,EL SHAARAWY S.,6167,58928,10015,STEPHAN,EL SHAARAWY,1992-10-27
369,Daniel,Fuzato ,ROMA,Goalkeeper,right,FUZATO D.,16852,235585,12761,DANIEL,FUZATO,1997-07-04
370,Roger,IbaNez ,ROMA,Centre-Back,right,IBANEZ R.,19678,430788,24050,ROGER,IBANEZ,1998-11-23
371,Rick,Karsdorp ,ROMA,Right-Back,right,KARSDORP R.,7381,186665,9045,RICK,KARSDORP,1995-02-11
372,Dimitrios,Keramitsis ,ROMA,Centre-Back,both,KERAMITSIS D.,30629,566041,103056,DIMITRIOS,KERAMITSIS,2004-07-01
373,Marash,Kumbulla ,ROMA,Centre-Back,right,KUMBULLA M.,16966,433059,19701,MARASH,KUMBULLA,2000-02-08
374,Ainsley,Maitland-Niles ,ROMA,Right Midfield,right,MAITLAND-NILES A.,8339,154043,11534,AINSLEY,MAITLAND-NILES,1997-08-29
375,Gianluca,Mancini ,ROMA,Centre-Back,right,MANCINI G.,8834,198374,11626,GIANLUCA,MANCINI,1996-04-17
376,Borja,Mayoral ,ROMA,Centre-Forward,right,MAYORAL B.,13410,199248,1401,BORJA,MAYORAL,1997-04-05
377,Henrikh,Mkhitaryan ,ROMA,Attacking Midfield,both,MKHITARYAN H.,7220,57249,4287,HENRIKH,MKHITARYAN,1989-01-21
378,SE'rgio,Oliveira ,ROMA,Central Midfield,right,OLIVEIRA S. M.,15201,78638,9759,SERGIO MIGUEL,OLIVEIRA,1992-06-02
379,Lorenzo,Pellegrini ,ROMA,Attacking Midfield,both,PELLEGRINI LO.,7227,184441,6290,LORENZO,PELLEGRINI,1996-06-19
380,Carles,PE'rez ,ROMA,Right Winger,left,PEREZ C.,23037,179369,23844,CARLES,PEREZ,1998-02-16
381,Bryan,Reynolds ,ROMA,Right-Back,right,REYNOLDS B.,25419,223353,27114,BRYAN,REYNOLDS,2001-06-28
382,Rui,PatrIcio ,ROMA,Goalkeeper,left,RUI PATRICIO,7543,38533,9380,RUI PEDRO,DOS SANTOS PATRICIO,1988-02-15
383,Eldor,Shomurodov ,ROMA,Centre-Forward,right,SHOMURODOV E.,24256,205048,15739,ELDOR,SHOMURODOV,1995-06-29
384,Chris,Smalling ,ROMA,Centre-Back,right,SMALLING C.,7339,55909,1806,CHRIS,SMALLING,1989-11-22
385,Leonardo,Spinazzola  ,ROMA,Left-Back,right,SPINAZZOLA L.,6470,84161,12768,LEONARDO,SPINAZZOLA,1993-03-25
386,Jordan,Veretout ,ROMA,Central Midfield,right,VERETOUT J.,13420,96740,5324,JORDAN,VERETOUT,1993-03-01
387,MatIas,ViNa ,ROMA,Left-Back,left,VINA M.,26459,244704,32424,MATIAS,VINA,1997-11-09
388,Cristian,Volpato ,ROMA,Attacking Midfield,left,VOLPATO C.,29593,558973,70784,CRISTIAN,VOLPATO,2003-11-15
389,Nicola,Zalewski ,ROMA,Left Midfield,both,ZALEWSKI N.,26256,466147,33344,NICOLA,ZALEWSKI,2002-01-23
390,NicolO',Zaniolo ,ROMA,Attacking Midfield,left,ZANIOLO N.,13362,245414,12764,NICOLO',ZANIOLO,1999-07-02
391,Ramzi,Aya  ,SALERNITANA,Centre-Back,right,AYA R.,12427,80005,27649,RAMZI,AYA,1990-02-08
392,Vid,Belec  ,SALERNITANA,Goalkeeper,right,BELEC V.,9000,60066,10695,VID,BELEC,1990-06-06
393,Luka,Bogdan ,SALERNITANA,Centre-Back,right,BOGDAN L.,11642,220002,19752,LUKA,BOGDAN,1996-03-26
394,Emil,Bohinen ,SALERNITANA,Central Midfield,left,BOHINEN E.,25754,219497,41576,EMIL,BOHINEN,1999-03-12
395,Federico,Bonazzoli ,SALERNITANA,Centre-Forward,left,BONAZZOLI F.,6087,161932,19930,FEDERICO,BONAZZOLI,1997-05-21
396,Leonardo,Capezzi ,SALERNITANA,Central Midfield,right,CAPEZZI L.,5969,122008,14130,LEONARDO,CAPEZZI,1995-03-28
397,Lassana,Coulibaly ,SALERNITANA,Central Midfield,right,COULIBALY L.,17459,215047,6056,LASSANA,COULIBALY,1996-04-10
398,Mamadou,Coulibaly ,SALERNITANA,Central Midfield,right,COULIBALY M.,13391,249710,27632,MAMADOU,COULIBALY,1999-02-03
